Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
500000,1.4236486,0.022000000327825547,199.0,-0.025982684,0.022000000327825547
510000,1.4236486,0.014000000208616257,199.0,0.044388775,0.014000000208616257
520000,1.4236485,0.01764705908649108,199.0,0.0150147425,0.018000000268220902
530000,1.4236486,0.0224489799263526,199.0,0.04965006,0.022000000327825547
540000,1.4236485,0.012000000178813934,199.0,0.02151773,0.012000000178813934
550000,1.4236486,0.01600000023841858,199.0,0.06858716,0.01600000023841858
560000,1.4236486,0.012000000178813934,199.0,0.044638462,0.012000000178813934
570000,1.4236485,0.006000000089406967,199.0,0.022814084,0.006000000089406967
580000,1.4236486,0.018000000268220902,199.0,0.030033149,0.018000000268220902
590000,1.4236486,0.010000000149011612,199.0,0.039343055,0.010000000149011612
600000,1.4236485,0.014000000208616257,199.0,0.11516369,0.014000000208616257
610000,1.4236486,0.028000000417232513,199.0,0.06411728,0.02400000035762787
620000,1.4244131,0.02600000038743019,199.0,0.037252694,0.030000000447034835
630000,1.4251715,0.00800000011920929,199.0,0.12459141,0.00800000011920929
640000,1.4251715,0.03137254977927489,196.88235294117646,0.12338724,0.031372550071454515
650000,1.4251715,0.23000000342726706,199.0,0.09951449,0.23000001907348633
660000,1.4251716,0.004000000059604645,199.0,0.08546317,0.004000000059604645
670000,1.4251715,0.0,199.0,0.105741024,0.0
680000,1.4251715,0.004000000059604645,199.0,0.06463767,0.004000000059604645
690000,1.4251715,0.242000003606081,199.0,0.09850031,0.24200002297759057
700000,1.4251715,0.004000000059604645,199.0,0.066855825,0.004000000059604645
